3502.744,8330.383
4664.0977,7393.254
2228.3757,9804.769
6747.723,8218.047
6003.895,6168.6885
2263.469,7584.449
2934.4446,7710.507
7492.927,5381.702
2006.3502,4970.4136
7335.1836,4533.1646
316.63834,7984.6143
3069.4229,7589.9644
1600.8008,9501.564
6585.939,8491.085
1088.3802,7059.5474
9476.601,6580.295
4520.501,5062.7793
6580.6455,5948.3667
303.93182,5707.021
5161.862,4127.723
8159.932,8235.287
1564.5099,3173.099
9953.908,7955.4326
2772.1733,1657.1545
3735.3276,1034.41
4793.3857,4526.657
8646.609,3259.3823
9340.004,9864.618
9551.151,1594.1924
8972.649,1595.2003
8416.809,977.4899
6336.553,3971.4087
1161.1558,650.3308
2677.1748,8624.528
1549.9353,2043.4064
4065.5823,6279.891
4550.8945,698.02167
8374.352,5319.4785
7513.7104,7097.556
3286.6108,87.21053
6950.071,1768.7571
9177.799,6013.791
9197.553,9635.365
290.26926,6098.606
9278.624,5254.9404
2101.6675,6719.33
5227.834,7537.3125
1096.8959,3777.1165
7476.128,1334.7435
4000.845,1465.2002
5275.2974,3334.5742
9517.403,2710.9956
1062.9147,9107.665
111.538765,1291.061
7688.2104,1753.5758
2830.997,6251.753
6757.6064,6648.2305
4204.7446,5748.4263
9104.522,6548.722
4075.1826,1131.7462
4010.707,2537.4663
3079.3506,9190.823
2623.527,918.5237
3515.106,8318.197
4012.1013,7959.887
8949.961,5945.0615
4310.5967,1187.1129
6831.9395,3975.7014
8125.2695,6767.1484
5431.2974,6999.7334
2051.2002,8644.719
3337.6067,2275.5503
7937.0166,791.0794
5663.0576,4549.572
9153.798,972.24115
6843.288,7699.7524
2770.6223,661.30457
1051.572,7476.35
4938.9595,5800.773
8750.884,9643.49
7435.5947,6492.5977
546.1967,9807.52
4736.2124,9192.244
1192.5876,7179.12
5375.8115,2989.5723
6630.173,9270.791
5352.4824,6433.437
5838.401,1945.7865
7684.0327,9176.227
3134.9307,5423.2876
2312.9053,3373.9656
1953.5166,5161.921
3577.718,6632.223
3005.451,8713.814
3804.8047,716.62726
9913.701,88.406204
7591.6606,8892.03
2627.356,3560.5276
6119.327,4421.4
8759.016,2826.392
